qubits,gate,gate_error,error_date,gate_length,length_date,name
[3],rx,2.7676193645475096e-05,2023-12-26T10:31+08:00,152.74848873349023,2023-12-26T10:31+08:00,rx3
[4],rx,2.5946179126014675e-05,2023-12-26T10:31+08:00,152.28470419848466,2023-12-26T10:31+08:00,rx4
[5],rx,2.9108285491122977e-05,2023-12-26T10:31+08:00,163.83332972101167,2023-12-26T10:31+08:00,rx5
[6],rx,3.0097659361847745e-05,2023-12-26T10:31+08:00,160.70424614136172,2023-12-26T10:31+08:00,rx6
[7],rx,2.9911581488969188e-05,2023-12-26T10:31+08:00,148.24830308698665,2023-12-26T10:31+08:00,rx7
[8],rx,3.189048203348433e-05,2023-12-26T10:31+08:00,165.9337561313962,2023-12-26T10:31+08:00,rx8
[9],rx,3.0534464002178174e-05,2023-12-26T10:31+08:00,131.88417272733707,2023-12-26T10:31+08:00,rx9
[10],rx,2.839315703701387e-05,2023-12-26T10:31+08:00,150.41790668847972,2023-12-26T10:31+08:00,rx10
[11],rx,2.9904517251861663e-05,2023-12-26T10:31+08:00,144.03583669199756,2023-12-26T10:31+08:00,rx11
[12],rx,2.926094535542334e-05,2023-12-26T10:31+08:00,152.72472096895524,2023-12-26T10:31+08:00,rx12
[13],rx,1.8526590982280154e-05,2023-12-26T10:31+08:00,155.36863837194224,2023-12-26T10:31+08:00,rx13
[14],rx,3.679187458328926e-05,2023-12-26T10:31+08:00,152.40066264237637,2023-12-26T10:31+08:00,rx14
[15],rx,3.845707233431191e-05,2023-12-26T10:31+08:00,132.14502139837057,2023-12-26T10:31+08:00,rx15
[16],rx,2.7000053973923613e-05,2023-12-26T10:31+08:00,151.64520420465522,2023-12-26T10:31+08:00,rx16
[17],rx,2.901700817766278e-05,2023-12-26T10:31+08:00,144.99887871197188,2023-12-26T10:31+08:00,rx17
[18],rx,3.4392545607495306e-05,2023-12-26T10:31+08:00,149.33939923391233,2023-12-26T10:31+08:00,rx18
[19],rx,3.108433708771052e-05,2023-12-26T10:31+08:00,157.82661491074248,2023-12-26T10:31+08:00,rx19
[20],rx,2.659925508718276e-05,2023-12-26T10:31+08:00,135.0131649275149,2023-12-26T10:31+08:00,rx20
[21],rx,2.713292501059138e-05,2023-12-26T10:31+08:00,143.60294403289356,2023-12-26T10:31+08:00,rx21
[22],rx,3.249296258834737e-05,2023-12-26T10:31+08:00,145.42050113164015,2023-12-26T10:31+08:00,rx22
[23],rx,2.8123033124308318e-05,2023-12-26T10:31+08:00,146.13484972468873,2023-12-26T10:31+08:00,rx23
[24],rx,3.182954498388463e-05,2023-12-26T10:31+08:00,156.18080065883242,2023-12-26T10:31+08:00,rx24
[25],rx,2.9696455736858823e-05,2023-12-26T10:31+08:00,154.7930483269394,2023-12-26T10:31+08:00,rx25
[26],rx,2.7461279864113018e-05,2023-12-26T10:31+08:00,144.81796230521334,2023-12-26T10:31+08:00,rx26
[27],rx,2.9897035853253047e-05,2023-12-26T10:31+08:00,150.35179030921014,2023-12-26T10:31+08:00,rx27
[28],rx,3.416354767994844e-05,2023-12-26T10:31+08:00,150.36410052561914,2023-12-26T10:31+08:00,rx28
[29],rx,2.4976134325624374e-05,2023-12-26T10:31+08:00,143.50876930923155,2023-12-26T10:31+08:00,rx29
[30],rx,3.150697718658968e-05,2023-12-26T10:31+08:00,151.4892636507804,2023-12-26T10:31+08:00,rx30
[31],rx,3.0343608571262286e-05,2023-12-26T10:31+08:00,145.60449583915445,2023-12-26T10:31+08:00,rx31
[0],ry,3.134085697386573e-05,2023-12-26T10:31+08:00,163.03134513499177,2023-12-26T10:31+08:00,ry0
[1],ry,3.423180440592996e-05,2023-12-26T10:31+08:00,147.93957462977332,2023-12-26T10:31+08:00,ry1
[2],ry,2.3125234715848533e-05,2023-12-26T10:31+08:00,146.65855235856642,2023-12-26T10:31+08:00,ry2
[3],ry,2.277184716876445e-05,2023-12-26T10:31+08:00,159.495969665912,2023-12-26T10:31+08:00,ry3
[4],ry,3.3216639885053115e-05,2023-12-26T10:31+08:00,157.97246117800796,2023-12-26T10:31+08:00,ry4
[5],ry,3.350477115955696e-05,2023-12-26T10:31+08:00,144.4647789646983,2023-12-26T10:31+08:00,ry5
[6],ry,3.0404035828057307e-05,2023-12-26T10:31+08:00,157.08164450119318,2023-12-26T10:31+08:00,ry6
[7],ry,3.0062340290984702e-05,2023-12-26T10:31+08:00,167.16871821898025,2023-12-26T10:31+08:00,ry7
[8],ry,3.181835473154877e-05,2023-12-26T10:31+08:00,156.57801212578397,2023-12-26T10:31+08:00,ry8
[9],ry,2.8980336109458015e-05,2023-12-26T10:31+08:00,156.01251758877336,2023-12-26T10:31+08:00,ry9
[10],ry,2.9272176915179812e-05,2023-12-26T10:31+08:00,159.3304630434741,2023-12-26T10:31+08:00,ry10
[11],ry,3.108498838973188e-05,2023-12-26T10:31+08:00,153.435264117353,2023-12-26T10:31+08:00,ry11
[12],ry,3.205389921668517e-05,2023-12-26T10:31+08:00,164.85166513804865,2023-12-26T10:31+08:00,ry12
[13],ry,2.8212871391985092e-05,2023-12-26T10:31+08:00,158.8463435527229,2023-12-26T10:31+08:00,ry13
[14],ry,3.0203931436232023e-05,2023-12-26T10:31+08:00,156.90515250407788,2023-12-26T10:31+08:00,ry14
[15],ry,3.086166858548547e-05,2023-12-26T10:31+08:00,151.99045205323063,2023-12-26T10:31+08:00,ry15
[16],ry,2.7077442894990307e-05,2023-12-26T10:31+08:00,149.16661020682568,2023-12-26T10:31+08:00,ry16
[17],ry,2.656521173768823e-05,2023-12-26T10:31+08:00,150.03450007801598,2023-12-26T10:31+08:00,ry17
[18],ry,3.106620694616758e-05,2023-12-26T10:31+08:00,139.74764282378163,2023-12-26T10:31+08:00,ry18
[19],ry,3.2921848021111705e-05,2023-12-26T10:31+08:00,156.677876067296,2023-12-26T10:31+08:00,ry19
[20],ry,3.0922508875148427e-05,2023-12-26T10:31+08:00,157.79909327178058,2023-12-26T10:31+08:00,ry20
[21],ry,3.490825117230777e-05,2023-12-26T10:31+08:00,150.01324481790448,2023-12-26T10:31+08:00,ry21
[22],ry,2.8830203842545443e-05,2023-12-26T10:31+08:00,150.02570524086457,2023-12-26T10:31+08:00,ry22
[23],ry,3.213163324551382e-05,2023-12-26T10:31+08:00,168.34431263249098,2023-12-26T10:31+08:00,ry23
[24],ry,3.21741279320215e-05,2023-12-26T10:31+08:00,148.2994894636043,2023-12-26T10:31+08:00,ry24
[25],ry,2.580067299794582e-05,2023-12-26T10:31+08:00,157.98365602491842,2023-12-26T10:31+08:00,ry25
[26],ry,3.309396103813393e-05,2023-12-26T10:31+08:00,140.9586788175073,2023-12-26T10:31+08:00,ry26
[27],ry,2.6989087183945056e-05,2023-12-26T10:31+08:00,148.67548941530862,2023-12-26T10:31+08:00,ry27
[28],ry,2.589750709426092e-05,2023-12-26T10:31+08:00,150.52104754251388,2023-12-26T10:31+08:00,ry28
[29],ry,2.6035862456906365e-05,2023-12-26T10:31+08:00,148.51958759172376,2023-12-26T10:31+08:00,ry29
[30],ry,3.100904058358775e-05,2023-12-26T10:31+08:00,139.30354958939103,2023-12-26T10:31+08:00,ry30
[31],ry,2.8086380802295992e-05,2023-12-26T10:31+08:00,148.28705845935443,2023-12-26T10:31+08:00,ry31
"[0,1]",cz,0.0017162822831370565,2023-12-26T10:31+08:00,137.41099237212777,2023-12-26T10:31+08:00,cz0_1
"[0,2]",cz,0.00222805734239747,2023-12-26T10:31+08:00,162.79842370276026,2023-12-26T10:31+08:00,cz0_2
"[0,3]",cz,0.002765712570162383,2023-12-26T10:31+08:00,158.52171200287793,2023-12-26T10:31+08:00,cz0_3
"[0,4]",cz,0.0030201814342380034,2023-12-26T10:31+08:00,139.444231583648,2023-12-26T10:31+08:00,cz0_4
"[0,5]",cz,0.0032487381541229446,2023-12-26T10:31+08:00,158.88078589979975,2023-12-26T10:31+08:00,cz0_5
"[0,6]",cz,0.003502662260974651,2023-12-26T10:31+08:00,163.4058782953105,2023-12-26T10:31+08:00,cz0_6
"[0,7]",cz,0.002813703683295764,2023-12-26T10:31+08:00,130.9368184323157,2023-12-26T10:31+08:00,cz0_7
"[0,8]",cz,0.0035518661255321254,2023-12-26T10:31+08:00,162.40259022302422,2023-12-26T10:31+08:00,cz0_8
"[0,9]",cz,0.002463052195186731,2023-12-26T10:31+08:00,145.79959028431804,2023-12-26T10:31+08:00,cz0_9
"[0,10]",cz,0.003437716283693968,2023-12-26T10:31+08:00,152.98476588674856,2023-12-26T10:31+08:00,cz0_10
"[0,11]",cz,0.00260863131033272,2023-12-26T10:31+08:00,152.18390235284267,2023-12-26T10:31+08:00,cz0_11
"[0,12]",cz,0.002764234262016465,2023-12-26T10:31+08:00,153.92239553666218,2023-12-26T10:31+08:00,cz0_12
"[0,13]",cz,0.0033174372373654276,2023-12-26T10:31+08:00,144.56318361475215,2023-12-26T10:31+08:00,cz0_13
"[0,14]",cz,0.0030573011201785096,2023-12-26T10:31+08:00,159.85061851057122,2023-12-26T10:31+08:00,cz0_14
"[0,15]",cz,0.003187010855264588,2023-12-26T10:31+08:00,142.0163556241996,2023-12-26T10:31+08:00,cz0_15
"[0,16]",cz,0.0030159398507865354,2023-12-26T10:31+08:00,154.41449586917557,2023-12-26T10:31+08:00,cz0_16
"[0,17]",cz,0.0031564585114170138,2023-12-26T10:31+08:00,156.35653764672912,2023-12-26T10:31+08:00,cz0_17
"[0,18]",cz,0.002883086122990221,2023-12-26T10:31+08:00,151.33975362056606,2023-12-26T10:31+08:00,cz0_18
"[0,19]",cz,0.002966400166579859,2023-12-26T10:31+08:00,156.43987162954204,2023-12-26T10:31+08:00,cz0_19
"[0,20]",cz,0.003142870668109177,2023-12-26T10:31+08:00,154.3888830862032,2023-12-26T10:31+08:00,cz0_20
"[0,21]",cz,0.003174800406239186,2023-12-26T10:31+08:00,139.60698428686268,2023-12-26T10:31+08:00,cz0_21
"[0,22]",cz,0.0031681276820094634,2023-12-26T10:31+08:00,148.5806031336566,2023-12-26T10:31+08:00,cz0_22
"[0,23]",cz,0.0025920156431568607,2023-12-26T10:31+08:00,145.47082572600013,2023-12-26T10:31+08:00,cz0_23
"[0,24]",cz,0.0033474353429750058,2023-12-26T10:31+08:00,153.71713439250343,2023-12-26T10:31+08:00,cz0_24
"[0,25]",cz,0.0031573151288472935,2023-12-26T10:31+08:00,148.41509828650348,2023-12-26T10:31+08:00,cz0_25
"[0,26]",cz,0.00306991015551643,2023-12-26T10:31+08:00,149.88537875882818,2023-12-26T10:31+08:00,cz0_26
"[0,27]",cz,0.0024960086580696162,2023-12-26T10:31+08:00,142.53659623289096,2023-12-26T10:31+08:00,cz0_27
"[0,28]",cz,0.002383381592096411,2023-12-26T10:31+08:00,126.28441662673174,2023-12-26T10:31+08:00,cz0_28
"[0,29]",cz,0.002610382530546843,2023-12-26T10:31+08:00,125.35851475100449,2023-12-26T10:31+08:00,cz0_29
"[0,30]",cz,0.0031356065569857765,2023-12-26T10:31+08:00,150.76957017500334,2023-12-26T10:31+08:00,cz0_30
"[0,31]",cz,0.0037336662586130113,2023-12-26T10:31+08:00,148.27604358043922,2023-12-26T10:31+08:00,cz0_31
"[1,0]",cz,0.0021606700563419103,2023-12-26T10:31+08:00,164.67458106399158,2023-12-26T10:31+08:00,cz1_0
"[1,2]",cz,0.002012333191870806,2023-12-26T10:31+08:00,150.61606338120365,2023-12-26T10:31+08:00,cz1_2
"[1,3]",cz,0.00201351501322936,2023-12-26T10:31+08:00,142.99225507596572,2023-12-26T10:31+08:00,cz1_3
"[1,4]",cz,0.0032673793960665424,2023-12-26T10:31+08:00,165.58136516331044,2023-12-26T10:31+08:00,cz1_4
"[1,5]",cz,0.0026361230894952578,2023-12-26T10:31+08:00,167.46360696268417,2023-12-26T10:31+08:00,cz1_5
"[1,6]",cz,0.0023147285619695337,2023-12-26T10:31+08:00,141.34128807674284,2023-12-26T10:31+08:00,cz1_6
"[1,7]",cz,0.0033399062889204207,2023-12-26T10:31+08:00,148.85668299641128,2023-12-26T10:31+08:00,cz1_7
"[1,8]",cz,0.0021063793253911964,2023-12-26T10:31+08:00,146.7159853506753,2023-12-26T10:31+08:00,cz1_8
"[1,9]",cz,0.003640795907385316,2023-12-26T10:31+08:00,163.18341529577194,2023-12-26T10:31+08:00,cz1_9
"[1,10]",cz,0.002933796417995691,2023-12-26T10:31+08:00,155.5029678408336,2023-12-26T10:31+08:00,cz1_10
"[1,11]",cz,0.0030625378331616535,2023-12-26T10:31+08:00,154.81075496721195,2023-12-26T10:31+08:00,cz1_11
"[1,12]",cz,0.002933268950424619,2023-12-26T10:31+08:00,151.74280750326025,2023-12-26T10:31+08:00,cz1_12
"[1,13]",cz,0.0028514250495046247,2023-12-26T10:31+08:00,147.291139625761,2023-12-26T10:31+08:00,cz1_13
"[1,14]",cz,0.002791409744970243,2023-12-26T10:31+08:00,147.3922411711016,2023-12-26T10:31+08:00,cz1_14
"[1,15]",cz,0.002782450720893225,2023-12-26T10:31+08:00,154.68921798654577,2023-12-26T10:31+08:00,cz1_15
"[1,16]",cz,0.0027001382294450245,2023-12-26T10:31+08:00,148.68602318619807,2023-12-26T10:31+08:00,cz1_16
"[1,17]",cz,0.002979124259637608,2023-12-26T10:31+08:00,132.26074620462194,2023-12-26T10:31+08:00,cz1_17
"[1,18]",cz,0.002650622013465327,2023-12-26T10:31+08:00,154.22129719050022,2023-12-26T10:31+08:00,cz1_18
"[1,19]",cz,0.003207849873171363,2023-12-26T10:31+08:00,149.38217474410806,2023-12-26T10:31+08:00,cz1_19
"[1,20]",cz,0.002993363572346064,2023-12-26T10:31+08:00,153.2908757515968,2023-12-26T10:31+08:00,cz1_20
"[1,21]",cz,0.0027789385640041293,2023-12-26T10:31+08:00,150.97648199391244,2023-12-26T10:31+08:00,cz1_21
"[1,22]",cz,0.003031995342201615,2023-12-26T10:31+08:00,159.56836070818213,2023-12-26T10:31+08:00,cz1_22
"[1,23]",cz,0.0032914967589288717,2023-12-26T10:31+08:00,159.59267918707698,2023-12-26T10:31+08:00,cz1_23
"[1,24]",cz,0.0029737096136080716,2023-12-26T10:31+08:00,119.80077722756019,2023-12-26T10:31+08:00,cz1_24
"[1,25]",cz,0.003070354510511531,2023-12-26T10:31+08:00,145.15086585189897,2023-12-26T10:31+08:00,cz1_25
"[1,26]",cz,0.0028542283399919212,2023-12-26T10:31+08:00,145.62970206150328,2023-12-26T10:31+08:00,cz1_26
"[1,27]",cz,0.00319816314551797,2023-12-26T10:31+08:00,150.15577425369932,2023-12-26T10:31+08:00,cz1_27
"[1,28]",cz,0.002500806345507083,2023-12-26T10:31+08:00,134.37277471860924,2023-12-26T10:31+08:00,cz1_28
"[1,29]",cz,0.0028207078015699137,2023-12-26T10:31+08:00,144.0220400029781,2023-12-26T10:31+08:00,cz1_29
"[1,30]",cz,0.0033797293790467278,2023-12-26T10:31+08:00,145.21855235627874,2023-12-26T10:31+08:00,cz1_30
"[1,31]",cz,0.003249001325842357,2023-12-26T10:31+08:00,133.72497256551733,2023-12-26T10:31+08:00,cz1_31
"[2,0]",cz,0.0018644311572827955,2023-12-26T10:31+08:00,171.67343273492446,2023-12-26T10:31+08:00,cz2_0
"[2,1]",cz,0.002148829244378027,2023-12-26T10:31+08:00,158.2849222944332,2023-12-26T10:31+08:00,cz2_1
"[2,3]",cz,0.002142788305665993,2023-12-26T10:31+08:00,137.97797582856316,2023-12-26T10:31+08:00,cz2_3
"[2,4]",cz,0.002238443946160166,2023-12-26T10:31+08:00,140.89885928725676,2023-12-26T10:31+08:00,cz2_4
"[2,5]",cz,0.002575764490640926,2023-12-26T10:31+08:00,142.1524696229429,2023-12-26T10:31+08:00,cz2_5
"[2,6]",cz,0.002957006416716928,2023-12-26T10:31+08:00,150.97950693947104,2023-12-26T10:31+08:00,cz2_6
"[2,7]",cz,0.0027717287895185857,2023-12-26T10:31+08:00,157.27775854028138,2023-12-26T10:31+08:00,cz2_7
"[2,8]",cz,0.003519307045925333,2023-12-26T10:31+08:00,146.83751507185823,2023-12-26T10:31+08:00,cz2_8
"[2,9]",cz,0.003385295267682075,2023-12-26T10:31+08:00,148.61473519171548,2023-12-26T10:31+08:00,cz2_9
"[2,10]",cz,0.0027513833757338902,2023-12-26T10:31+08:00,147.4085800899968,2023-12-26T10:31+08:00,cz2_10
"[2,11]",cz,0.0031910235059825387,2023-12-26T10:31+08:00,133.0389324361772,2023-12-26T10:31+08:00,cz2_11
"[2,12]",cz,0.002546255288954533,2023-12-26T10:31+08:00,147.19998177309563,2023-12-26T10:31+08:00,cz2_12
"[2,13]",cz,0.0029854054264970473,2023-12-26T10:31+08:00,151.7954847988724,2023-12-26T10:31+08:00,cz2_13
"[2,14]",cz,0.00292530437326693,2023-12-26T10:31+08:00,152.5419519317584,2023-12-26T10:31+08:00,cz2_14
"[2,15]",cz,0.0032180818571788104,2023-12-26T10:31+08:00,151.3234881142856,2023-12-26T10:31+08:00,cz2_15
"[2,16]",cz,0.00317936907119017,2023-12-26T10:31+08:00,130.71774050978746,2023-12-26T10:31+08:00,cz2_16
"[2,17]",cz,0.003070039681770267,2023-12-26T10:31+08:00,152.52494836845793,2023-12-26T10:31+08:00,cz2_17
"[2,18]",cz,0.003418556361630439,2023-12-26T10:31+08:00,148.66405675839457,2023-12-26T10:31+08:00,cz2_18
"[2,19]",cz,0.002629035403236824,2023-12-26T10:31+08:00,147.09709006618232,2023-12-26T10:31+08:00,cz2_19
"[2,20]",cz,0.003384678053897259,2023-12-26T10:31+08:00,157.77658465138956,2023-12-26T10:31+08:00,cz2_20
"[2,21]",cz,0.003154874437961963,2023-12-26T10:31+08:00,149.5984625201272,2023-12-26T10:31+08:00,cz2_21
"[2,22]",cz,0.0030767536289188426,2023-12-26T10:31+08:00,154.87206862986628,2023-12-26T10:31+08:00,cz2_22
"[2,23]",cz,0.0029082627032890993,2023-12-26T10:31+08:00,161.05928688556315,2023-12-26T10:31+08:00,cz2_23
"[2,24]",cz,0.0031804071665179623,2023-12-26T10:31+08:00,148.53524914063735,2023-12-26T10:31+08:00,cz2_24
"[2,25]",cz,0.003302467109511175,2023-12-26T10:31+08:00,153.29255974442955,2023-12-26T10:31+08:00,cz2_25
"[2,26]",cz,0.003154798830539052,2023-12-26T10:31+08:00,144.64518243880192,2023-12-26T10:31+08:00,cz2_26
"[2,27]",cz,0.0025691752129401468,2023-12-26T10:31+08:00,145.38588092017596,2023-12-26T10:31+08:00,cz2_27
"[2,28]",cz,0.00351692870168723,2023-12-26T10:31+08:00,151.66751281755037,2023-12-26T10:31+08:00,cz2_28
"[2,29]",cz,0.0027770982882174616,2023-12-26T10:31+08:00,146.52534404606882,2023-12-26T10:31+08:00,cz2_29
"[2,30]",cz,0.0031487706450336957,2023-12-26T10:31+08:00,147.42048691742215,2023-12-26T10:31+08:00,cz2_30
"[2,31]",cz,0.0031067434885506924,2023-12-26T10:31+08:00,138.1106060085513,2023-12-26T10:31+08:00,cz2_31
"[3,0]",cz,0.003653600615772035,2023-12-26T10:31+08:00,142.95866126446634,2023-12-26T10:31+08:00,cz3_0
"[3,1]",cz,0.0019302222179371322,2023-12-26T10:31+08:00,123.671715799195,2023-12-26T10:31+08:00,cz3_1
"[3,2]",cz,0.0018453449437865377,2023-12-26T10:31+08:00,132.63413409561184,2023-12-26T10:31+08:00,cz3_2
"[3,4]",cz,0.0020342088000156002,2023-12-26T10:31+08:00,144.469517707607,2023-12-26T10:31+08:00,cz3_4
"[3,5]",cz,0.0016879782489406915,2023-12-26T10:31+08:00,137.63280977310825,2023-12-26T10:31+08:00,cz3_5
"[3,6]",cz,0.0025954113851975394,2023-12-26T10:31+08:00,138.17747834405463,2023-12-26T10:31+08:00,cz3_6
"[3,7]",cz,0.00287843151865243,2023-12-26T10:31+08:00,150.29945161911434,2023-12-26T10:31+08:00,cz3_7
"[3,8]",cz,0.003014476543164476,2023-12-26T10:31+08:00,140.56936282559255,2023-12-26T10:31+08:00,cz3_8
"[3,9]",cz,0.002662501894041607,2023-12-26T10:31+08:00,159.82664785594574,2023-12-26T10:31+08:00,cz3_9
"[3,10]",cz,0.00287743776809154,2023-12-26T10:31+08:00,120.67693898564346,2023-12-26T10:31+08:00,cz3_10
"[3,11]",cz,0.003070178873230572,2023-12-26T10:31+08:00,149.149944113208,2023-12-26T10:31+08:00,cz3_11
"[3,12]",cz,0.0029826957530726334,2023-12-26T10:31+08:00,170.16687480760578,2023-12-26T10:31+08:00,cz3_12
"[3,13]",cz,0.002816110211349012,2023-12-26T10:31+08:00,133.6365426522073,2023-12-26T10:31+08:00,cz3_13
"[3,14]",cz,0.002750433000069664,2023-12-26T10:31+08:00,148.90680739589916,2023-12-26T10:31+08:00,cz3_14
"[3,15]",cz,0.003552186547899003,2023-12-26T10:31+08:00,157.30576683890556,2023-12-26T10:31+08:00,cz3_15
"[3,16]",cz,0.0028086579471597265,2023-12-26T10:31+08:00,153.6574039601711,2023-12-26T10:31+08:00,cz3_16
"[3,17]",cz,0.00301734910913717,2023-12-26T10:31+08:00,164.4964820561557,2023-12-26T10:31+08:00,cz3_17
"[3,18]",cz,0.00289009661978901,2023-12-26T10:31+08:00,152.4156835509003,2023-12-26T10:31+08:00,cz3_18
"[3,19]",cz,0.003194349328832992,2023-12-26T10:31+08:00,128.13045773804453,2023-12-26T10:31+08:00,cz3_19
"[3,20]",cz,0.0026760722477494787,2023-12-26T10:31+08:00,147.68876985854396,2023-12-26T10:31+08:00,cz3_20
"[3,21]",cz,0.003067345951471384,2023-12-26T10:31+08:00,151.319133576185,2023-12-26T10:31+08:00,cz3_21
"[3,22]",cz,0.0031573687732544087,2023-12-26T10:31+08:00,150.29191367380477,2023-12-26T10:31+08:00,cz3_22
"[3,23]",cz,0.0028658745524706877,2023-12-26T10:31+08:00,156.75011586488665,2023-12-26T10:31+08:00,cz3_23
"[3,24]",cz,0.0035258078988024233,2023-12-26T10:31+08:00,153.13964582326673,2023-12-26T10:31+08:00,cz3_24
"[3,25]",cz,0.002537194972234792,2023-12-26T10:31+08:00,151.77725212114174,2023-12-26T10:31+08:00,cz3_25
"[3,26]",cz,0.00242388952814631,2023-12-26T10:31+08:00,147.52863942034207,2023-12-26T10:31+08:00,cz3_26
"[3,27]",cz,0.003534757944637046,2023-12-26T10:31+08:00,146.40866258764024,2023-12-26T10:31+08:00,cz3_27
"[3,28]",cz,0.0028570943643285544,2023-12-26T10:31+08:00,138.92783770812906,2023-12-26T10:31+08:00,cz3_28
"[3,29]",cz,0.0034511471621354677,2023-12-26T10:31+08:00,143.83066485581688,2023-12-26T10:31+08:00,cz3_29
"[3,30]",cz,0.0027357383278078552,2023-12-26T10:31+08:00,143.8778052914502,2023-12-26T10:31+08:00,cz3_30
"[3,31]",cz,0.00276294509813624,2023-12-26T10:31+08:00,152.76093157078546,2023-12-26T10:31+08:00,cz3_31
"[4,0]",cz,0.002765780598769739,2023-12-26T10:31+08:00,142.03572763402767,2023-12-26T10:31+08:00,cz4_0
"[4,1]",cz,0.0030196836300012938,2023-12-26T10:31+08:00,147.70731446556294,2023-12-26T10:31+08:00,cz4_1
"[4,2]",cz,0.0022827952752677884,2023-12-26T10:31+08:00,117.29903881546412,2023-12-26T10:31+08:00,cz4_2
"[4,3]",cz,0.0020341781069730036,2023-12-26T10:31+08:00,142.2096448333163,2023-12-26T10:31+08:00,cz4_3
"[4,5]",cz,0.002055054242123532,2023-12-26T10:31+08:00,159.89876165727776,2023-12-26T10:31+08:00,cz4_5
"[4,6]",cz,0.0017604881336650256,2023-12-26T10:31+08:00,151.62912179105612,2023-12-26T10:31+08:00,cz4_6
